,module,complex_output,sequencer index,lo_freq (Hz),if (Hz),dc_mixer_offset_I,dc_mixer_offset_Q,mixer_amp_ratio,mixer_phase_error_deg
0,module10,out1,0,3900000000.0,500000000.0,0.3232999999999997,-10.3449,2.0,45.0
1,module10,out1,0,3800000000.0,500000000.0,0.3232999999999997,-10.3521,0.5,0.1452200000000019
2,module13,out1,0,3900000000.0,200000000.0,2.2628999999999984,-12.715599999999998,0.9485,-24.922629999999998
