,module,complex_output,sequencer index,lo_freq (Hz),if (Hz),dc_mixer_offset_I,dc_mixer_offset_Q,mixer_amp_ratio,mixer_phase_error_deg
0,module10,out1,0,3900000000.0,283000000.0,-0.6167000000000016,-13.2941,0.9960000000000001,-12.797330000000002
1,module5,out1,0,3900000000.0,145000000.0,-7.743399999999999,-10.278999999999998,0.9652000000000001,-13.722449999999998
