,module,complex_output,sequencer index,lo_freq (Hz),if (Hz),dc_mixer_offset_I,dc_mixer_offset_Q,mixer_amp_ratio,mixer_phase_error_deg
0,module13,out1,0,3800000000.0,450000000.0,3.1248199999999997,-11.260150000000001,0.9452999999999999,-41.3631
